director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,movie_title
Daston Kalili,2,Daston Kalili,2,Rai Alexandra,0,Chin-Chien Chang,0,Insomnia ManicaåÊ
William Gazecki,3,Carol Channing,387,Bruce Vilanch,244,Tony Bennett,205,The Outrageous Sophie TuckeråÊ
Ol Parker,21,Jeremy Irvine,25000,Olivia Williams,766,Paddy Considine,680,Now Is GoodåÊ
Michael Hoffman Jr.,32,Vincent Chimato,685,John McGlothlin,492,Al Sapienza,238,Girls Gone DeadåÊ
Patrick Gilles,0,Emma Caulfield,970,Dylan Baker,812,Mike Colter,569,America Is Still the PlaceåÊ
Georgia Hilton,406,Mike Beckingham,358,Tim Abell,317,Tom Stedham,152,SubconsciousåÊ
Tamra Davis,33,Britney Spears,1000,Katherine Boecher,188,Dave Allen,135,CrossroadsåÊ
Jack Heller,0,Shaun Sipos,322,Katherine Waterston,178,Christopher Denham,120,Enter NowhereåÊ
Fernando Baez Mella,0,Manny Perez,159,Christian Alvarez,15,Claudette LalÌ_,15,The King of NajayoåÊ
Warren Sheppard,0,Jennifer Hale,918,Randy Jay Burrell,402,Vincent De Paul,212,Fight to the FinishåÊ
Darren Lynn Bousman,163,Paul Sorvino,636,Barry Bostwick,456,Terrance Zdunich,303,Alleluia! The Devil's CarnivalåÊ
Justin Paul Miller,0,Mary Kate Wiles,84,Jennifer Landa,41,Felix Avitia,33,The Sound and the ShadowåÊ
Joel Paul Reisig,431,Carrie Bradstreet,466,Joel Paul Reisig,431,Yassie Hawkes,317,Rodeo GirlåÊ
Catherine Gund,0,Elizabeth Streb,0,Sarah Callan,0,Laura Flanders,0,Born to Fly: Elizabeth Streb vs. GravityåÊ
Luke Dye,0,Mike Stanley,385,Jeff Delaney,169,Jamison Stalsworth,53,The Little Ponderosa ZooåÊ
Sam Raimi,0,Tim Holmes,44000,Mila Kunis,15000,James Franco,11000,Oz the Great and PowerfulåÊ
Michael Herz,6,Patrick Kilpatrick,488,Mark Torgl,11,Pat Ryan,10,The Toxic AvengeråÊ
Matty Rich,10,Lawrence Gilliard Jr.,353,George T. Odom,12,Matty Rich,10,Straight Out of BrooklynåÊ
Paul Greengrass,521,James Nesbitt,773,Nicholas Farrell,89,Tim Pigott-Smith,80,Bloody SundayåÊ
Alec Asten,5,Luis Sanchez,472,Dennis L.A. White,251,Fredro Starr,237,Diamond RuffåÊ
Hans Canosa,3,Olivia Wilde,10000,Thomas Lennon,651,Nora Zehetner,446,Conversations with Other WomenåÊ
Lloyd Kaufman,365,John Karyus,907,Lloyd Kaufman,365,Kate Graham,49,Poultrygeist: Night of the Chicken DeadåÊ
Matthew Watts,0,Jennifer Lafleur,873,Cheyenne Jackson,469,Michael Stahl-David,304,Mutual FriendsåÊ
Lloyd Bacon,24,Ginger Rogers,610,Dick Powell,105,George Brent,45,42nd StreetåÊ
Joe Kenemore,0,Bob Proctor,8,Jack Canfield,2,Eric Worre,0,Rise of the Entrepreneur: The Search for a Better WayåÊ
Whit Stillman,89,Chris Eigeman,88,Taylor Nichols,74,Ellia Thompson,3,MetropolitanåÊ
Kay Pollak,10,Michael Nyqvist,690,Frida Hallgren,24,Nils-Anders VallgÌ´rda,19,As It Is in HeavenåÊ
Eric England,15,Jack E. Curenton,847,Ace Marrero,94,Alan Pietruszewski,93,RoadsideåÊ
Jared Hess,100,Jon Heder,970,Diedrich Bader,759,Jon Gries,482,Napoleon DynamiteåÊ
Jeremy Saulnier,57,Devin Ratray,1000,Eve Plumb,235,Amy Hargreaves,92,Blue RuinåÊ
Oren Peli,110,Micah Sloat,189,Ashley Palmer,109,Amber Armstrong,21,Paranormal ActivityåÊ
Stacy Peralta,147,Tony Alva,22,Jay Adams,20,Jeff Ament,5,Dogtown and Z-BoysåÊ
Terry Gilliam,0,Eric Idle,795,Michael Palin,561,Terry Jones,332,Monty Python and the Holy GrailåÊ
Richard Glatzer,25,Emily Rios,231,Jesse Garcia,200,Alicia Sixtos,138,QuinceaÌ±eraåÊ
Sue Corcoran,14,Tony Doupe,361,Sue Corcoran,14,David Frederick White,6,Gory Gory HallelujahåÊ
,,Sendhil Ramamurthy,1000,Masi Oka,923,Greg Grunberg,833,HeroesåÊ            
Jonathan Caouette,20,Greg Ayres,58,Jonathan Caouette,20,Renee Leblanc,0,TarnationåÊ
Ray Griggs,4,Bill Farmer,93,Chris Cox,31,Mike Huckabee,12,I Want Your MoneyåÊ
Matt Jackson,0,Kane Hodder,935,Paul Elia,709,Alex Sanborn,271,Love in the Time of MonstersåÊ
Lucio Fulci,385,Catriona MacColl,48,David Warbeck,22,Al Cliver,22,The BeyondåÊ
,,Brendon Small,59,Ron Lynch,11,Melissa Bardin Galsky,6,Home MoviesåÊ            
Tom Vaughan,12,Treat Williams,642,Andrew Daly,171,Michelle Krusiec,149,What Happens in VegasåÊ
Paul Fox,3,Dov Tiefenbach,108,Jeff Seymour,64,Gordon Currie,39,The Dark HoursåÊ
Stephen Frears,350,Saeed Jaffrey,114,Roshan Seth,61,Garry Cooper,33,My Beautiful LaundretteåÊ
Ari Kirschenbaum,0,R. Brandon Johnson,169,Adam LeFevre,80,Desmond Askew,36,FabledåÊ
Cassandra Nicolaou,0,Katharine Isabelle,918,Michelle Nolden,100,Gabriel Hogan,83,Show MeåÊ
Ingmar Bergman,0,Liv Ullmann,440,Ingrid Thulin,132,Erland Josephson,92,Cries & WhispersåÊ
D.W. Griffith,204,Lillian Gish,436,Mae Marsh,22,Walter Long,9,Intolerance: Love's Struggle Throughout the AgesåÊ
Roger Nygard,3,Walter Koenig,643,DeForest Kelley,606,James Doohan,513,TrekkiesåÊ
Harry Beaumont,4,Anita Page,77,Bessie Love,28,Charles King,4,The Broadway MelodyåÊ
Sam Raimi,0,Ted Raimi,634,Betsy Baker,66,Ellen Sandweiss,58,The Evil DeadåÊ
Franck Khalfoun,33,America Olivo,470,Nora Arnezeder,378,Liane Balaban,118,ManiacåÊ
Mor Loushy,0,Amos Oz,3,,,,,Censored VoicesåÊ
Henry Alex Rubin,30,Mark Zupan,15,Joe Bishop,0,Andy Cohn,0,MurderballåÊ
Sam Firstenberg,44,Michael Dudikoff,615,Steve James,96,Larry Poindexter,93,American Ninja 2: The ConfrontationåÊ
Doug Block,0,Carol Block,0,Ellen Block,0,Mike Block,0,51 Birch StreetåÊ
,,Billy Burke,2000,Tracy Spiridakos,821,David Lyons,576,RevolutionåÊ            
Chad Kapper,0,Tom E. Nicholson,196,Natalie Welch,3,Christian Kapper,0,Rotor DR1åÊ
John Carpenter,0,Jamie Lee Curtis,2000,Donald Pleasence,742,P.J. Soles,598,HalloweenåÊ
Sidney Lumet,0,Jack Warden,359,Lee J. Cobb,259,John Fiedler,253,12 Angry MenåÊ
Paul Fierlinger,3,Isabella Rossellini,812,Peter Gerety,277,Lynn Redgrave,258,My Dog TulipåÊ
Frank Capra,964,Claudette Colbert,380,Alan Hale,114,Walter Connolly,21,It Happened One NightåÊ
Yorgos Lanthimos,252,Angeliki Papoulia,47,Mary Tsoni,37,Sissy Petropoulou,14,DogtoothåÊ
Lauren Lazin,2,James Cagney,786,Gary Coleman,633,Todd Bridges,321,Tupac: ResurrectionåÊ
Gavin O'Connor,149,Kimberly J. Brown,409,Janet McTeer,277,Lois Smith,276,TumbleweedsåÊ
Gregory Widen,10,Viggo Mortensen,10000,Adam Goldberg,1000,Virginia Madsen,912,The ProphecyåÊ
CÌ©dric Klapisch,82,Simon Abkarian,75,Zinedine Soualem,9,Jane Bradbury,8,When the Cat's AwayåÊ
Peter Hedges,54,Oliver Platt,1000,Adrian Martinez,806,Derek Luke,543,Pieces of AprilåÊ
Niall Johnson,7,Kevin Howarth,19,Mark Caven,16,Thierry Harcourt,2,The Big SwapåÊ
Kelly Reichardt,129,Daniel London,52,Lucy,44,Will Oldham,26,Old JoyåÊ
Kelly Reichardt,129,John Robinson,375,Lucy,44,Will Oldham,26,Wendy and LucyåÊ
Eric Mendelsohn,5,Embeth Davidtz,795,Edie Falco,659,Kathryn Erbe,301,3 BackyardsåÊ
Jean-Luc Godard,0,Jean-Paul Belmondo,710,Anna Karina,257,Graziella Galvani,0,Pierrot le FouåÊ
Florence Ayisi,0,Vera Ngassa,2,Beatrice Ntuba,0,,,Sisters in LawåÊ
Pan Nalin,95,,,,,,,Ayurveda: Art of BeingåÊ
Michael Roemer,0,Yaphet Kotto,581,Gloria Foster,99,Ivan Dixon,87,Nothing But a ManåÊ
Jesse Peretz,37,Robert John Burke,318,Eli Marienthal,157,Natasha Gregson Wagner,104,"First Love, Last RitesåÊ"
Eddie O'Flaherty,3,Don Wallace,54,Eddie Jones,53,Christina Chambers,25,Fighting Tommy RileyåÊ
Babar Ahmed,0,Lalaine,502,Alexander Wraith,119,Darren Kendrick,32,Royal KillåÊ
Julie Taymor,278,Jim Sturgess,5000,T.V. Carpio,117,Robert Clohessy,107,Across the UniverseåÊ
John D. Hancock,44,Trish Basinger,644,Elizabeth Stenholt,503,Mary Norwood,221,The Looking GlassåÊ
Paul Bartel,43,Sylvester Stallone,13000,David Carradine,926,Martin Kove,668,Death Race 2000åÊ
Bruce Dellis,0,Tatyana Ali,685,Ricky Schroder,665,Jon Polito,309,Locker 13åÊ
Pece Dingo,0,Michael Des Barres,156,Wilhelm von Homburg,102,Thom Mathews,87,Midnight CabaretåÊ
Jerome Elston Scott,3,Taran Killam,500,Joanna Cassidy,317,Ryan Carnes,248,Anderson's CrossåÊ
Ìätienne Faure,77,Rumi Missabu,19,Pierre Prieur,0,Raquel Nave,0,BizarreåÊ
Herb Freed,5,Linnea Quigley,431,Carmen Argenziano,338,Vanna White,180,Graduation DayåÊ
Jack Perez,19,Kevin Corrigan,778,Barry Bostwick,456,Ahmed Best,313,Some Guy Who Kills PeopleåÊ
Craig Zobel,25,Dreama Walker,601,Matt Servitto,260,James McCaffrey,235,ComplianceåÊ
Kevin Smith,0,Matt Damon,13000,Ethan Suplee,1000,Joey Lauren Adams,781,Chasing AmyåÊ
Nicole Holofcener,132,Aunjanue Ellis,400,Brenda Blethyn,286,Raven Goodwin,225,Lovely & AmazingåÊ
Ken Del Conte,2,Hector Echavarria,466,Robert Miano,216,Ron RoggÌ©,99,Death CallsåÊ
Justin Lin,681,Parry Shen,94,Jason Tobin,26,Collin Kahey,13,Better Luck TomorrowåÊ
Maria Maggenti,4,Nicole Ari Parker,360,Laurel Holloman,273,Stephanie Berry,10,The Incredibly True Adventure of Two Girls in LoveåÊ
Miguel Arteta,44,Lupe Ontiveros,625,Mike White,487,Chris Weitz,129,Chuck & BuckåÊ
Piyush Dinker Pandya,0,Purva Bedi,250,Rizwan Manji,89,Anil Kumar,51,American DesiåÊ
Daniel Columbie,0,Keri Maletto,569,Nicholas Simmons,553,Barbie Castro,185,Amidst the Devil's WingsåÊ
Vincenzo Natali,165,David Hewlett,686,Julian Richings,648,Nicole de Boer,319,CubeåÊ
Emma-Kate Croghan,0,Radha Mitchell,991,Frances O'Connor,575,Matt Day,62,Love and Other CatastrophesåÊ
Bill Plympton,45,Charis Michelsen,5,Bill Martone,2,Richard Spore,0,I Married a Strange Person!åÊ
Greg Harrison,7,Amir Talai,308,Anne Archer,249,Nora Dunn,142,NovemberåÊ
Drake Doremus,52,Jennifer Lawrence,34000,Charlie Bewley,487,Finola Hughes,224,Like CrazyåÊ
Al Franklin,0,Marshal Hilton,471,Steffinnie Phrommany,320,Clint Jung,270,Teeth and BloodåÊ
Allison Anders,99,Ally Sheedy,793,Rosanna Arquette,605,John Doe,181,Sugar TownåÊ
Michael Kang,269,Samantha Futerman,100,Clint Jordan,8,Jackie Nova,7,The MotelåÊ
Paul Schrader,261,Nolan Gerard Funk,924,Gus Van Sant,835,James Deen,461,The CanyonsåÊ
,,Shirley Henderson,887,James Norton,340,Sarah Lancashire,250,Happy ValleyåÊ            
Lori Silverbush,5,Judy Marte,68,Flaco Navaja,64,Dominic ColÌ_n,41,On the OutsåÊ
Jeff Nichols,337,Michael Abbott Jr.,35,Natalie Canerday,32,Travis Smith,22,Shotgun StoriesåÊ
Stuart Hazeldine,17,Colin Salmon,766,Luke Mably,438,Pollyanna McIntosh,289,ExamåÊ
Hilary Brougher,0,James Urbaniak,119,Samantha Buck,24,Terumi Matthews,5,The Sticky Fingers of TimeåÊ
Rachel Goldenberg,7,Dustin Fitzsimons,349,Mark Hengst,168,Debra Lynn Hull,73,Sunday School MusicalåÊ
Corbin Bernsen,1000,Corbin Bernsen,1000,Lorne Cardinal,53,Kirsten Collins,3,RuståÊ
Jamin Winans,63,Eme Ikwuakor,135,Marty Lindsey,115,Jessica Duffy,76,InkåÊ
Tom Seidman,3,Florence Henderson,337,Derek Brandon,168,Charles Irving Beale,104,The Christmas BunnyåÊ
Jason Naumann,2,Victoria Jackson,338,Kate Flannery,219,Tim Bagley,152,Jesus PeopleåÊ
Matt Cimber,32,Stacy Keach,602,June Lockhart,427,Stuart Whitman,180,ButterflyåÊ
Sam Martin,0,Sam Adams,0,Steve Duin,0,Jeff Jacob,0,UnDividedåÊ
Andrew Hyatt,7,Noah Segan,236,Brit Morgan,206,Sedona James,89,The FrozenåÊ
Dan Curtis,45,Jennifer Jason Leigh,1000,Campbell Scott,393,Estelle Parsons,224,The Love LetteråÊ
Joel Paul Reisig,431,Joshua Ray Bell,288,Dana Blackstone,96,Annelyse Ahmad,3,Horse CampåÊ
Kristin Rizzo,30,Esai Morales,699,Robert Davi,683,Elaine Hendrix,670,Give Me ShelteråÊ
King Vidor,54,John Gilbert,81,RenÌ©e AdorÌ©e,12,Claire Adams,6,The Big ParadeåÊ
Ward Roberts,12,Sid Haig,1000,Jacob Zachar,185,Travis Betz,29,Little Big TopåÊ
Zoran Lisinac,0,Matthew Emerick,431,Brock Baker,297,Sheldon Bailey,142,Along the RoadsideåÊ
Nicolas Winding Refn,0,Tom Hardy,27000,James Lance,161,Matt King,146,BronsonåÊ
James O'Brien,7,Mark Fantasia,814,Vivian Lamolli,755,Greg Jackson,494,Western ReligionåÊ
Tom Putnam,15,Brendan Doogie Milewski,2,Donald Austin,0,Craig Dougherty,0,BurnåÊ
Jon Shear,0,Dan Futterman,254,Josh Hamilton,147,Matt Keeslar,131,UrbaniaåÊ
Al Silliman Jr.,0,Christina Hart,12,Nancy Ison,12,William Condos,0,The StewardessesåÊ
EugÌ¬ne LouriÌ©,7,Kenneth Tobey,57,Cecil Kellaway,40,Ross Elliott,21,"The Beast from 20,000 FathomsåÊ"
Richard Fleischer,130,James Mason,618,Robert J. Wilke,53,Paul Lukas,51,"20,000 Leagues Under the SeaåÊ"
George Miller,750,Hugh Keays-Byrne,728,Steve Bisley,76,Joanne Samuel,28,Mad MaxåÊ
Doug Liman,218,Jon Favreau,4000,Alex DÌ©sert,135,Blake Lindsley,31,SwingersåÊ
Sergio Leone,0,Clint Eastwood,16000,Gian Maria VolontÌ¬,360,Aldo Sambrell,93,A Fistful of DollarsåÊ
Lowell Sherman,16,Mae West,418,Gilbert Roland,85,Louise Beavers,28,She Done Him WrongåÊ
Maurizio Benazzo,0,The Dalai Lama,66,Jasper Johal,0,Swami Krishnanad,0,Short Cut to Nirvana: Kumbh MelaåÊ
David G. Evans,0,Michael Joiner,77000,Chris Thomas,21,Michael Higgenbottom,16,The Grace CardåÊ
Ava DuVernay,151,Omari Hardwick,1000,David Oyelowo,1000,Lorraine Toussaint,305,Middle of NowhereåÊ
Tom Tykwer,670,Devid Striesow,24,Sebastian Schipper,20,Sophie Rois,9,3åÊ
Sherman Alexie,18,William Joseph Elk III,96,Leo Rossi,90,Cynthia Geary,61,The Business of FancydancingåÊ
Justin Dillon,0,Matisyahu,178,Natasha Bedingfield,58,Madeleine Albright,15,Call + ResponseåÊ
Steven Soderbergh,0,Channing Tatum,17000,David Costabile,681,Katie Lowes,273,Side EffectsåÊ
Stevan Mena,25,R. Brandon Johnson,169,Stevan Mena,25,Richard Glover,10,MalevolenceåÊ
Adam Rifkin,89,Marri Savinar,471,Adam Rifkin,89,Bethany Blakey,45,Shooting the WarwicksåÊ
Eric Valette,2,Melanie Papalia,259,Ryan Kennedy,165,John Reardon,156,Super HybridåÊ
Jay Duplass,157,Greta Gerwig,962,Jennifer Lafleur,873,Elise Muller,98,BagheadåÊ
Livingston Oden,0,Susan Chambers,138,Victoria Lachelle,18,Ali Daniels,15,SolitudeåÊ
Chris Marker,121,Marina Vlady,27,Bertrand Cantat,0,LÌ©on Schwartzenberg,0,The Case of the Grinning CatåÊ
Carl Theodor Dreyer,147,Hanne Aagesen,0,Sylvia Eckhausen,0,Ejner Federspiel,0,OrdetåÊ
Marianna Palka,123,Bryce Dallas Howard,3000,Martin Starr,985,Jason Ritter,782,Good DickåÊ
Richard Schenkman,29,William Katt,505,John Billingsley,323,David Lee Smith,131,The Man from EarthåÊ
Ricki Stern,15,Darryl Hunt,2,Evelyn Jefferson,0,John Reeves,0,The Trials of Darryl HuntåÊ
Nadia Tass,20,Mia Farrow,563,Jordan Bridges,194,Bruce Gooch,32,An American Girl HolidayåÊ
James Kerwin,0,John Newton,236,Chase Masterson,189,H.M. Wynant,31,Yesterday Was a LieåÊ
C. Fraser Press,0,Elaine Bromka,178,Robert Turano,32,Matthew Gumley,27,Theresa Is a MotheråÊ
Rania Attieh,0,Paul Hickert,110,Robin Bartlett,79,Rebecca Dayan,75,H.åÊ
Sharon Greytak,0,Sally Kirkland,433,Alex Emanuel,375,Elaine Bromka,178,Archaeology of a WomanåÊ
Majid Majidi,373,Bahare Seddiqi,36,Amir Farrokh Hashemian,35,Mohammad Amir Naji,27,Children of HeavenåÊ
Andrew Haigh,131,Tom Cullen,507,Chris New,75,Vauxhall Jermaine,67,WeekendåÊ
Spike Lee,0,S. Epatha Merkerson,539,Joie Lee,53,Tracy Camilla Johns,46,She's Gotta Have ItåÊ
Cary Bell,0,Abigail Evans,0,Stacie Evans,0,Emily Gorell,0,Butterfly GirlåÊ
Nicolae Constantin Tanase,0,Iulia Ciochina,0,Ana Maria Guran,0,Ana Vatamanu,0,The World Is MineåÊ
Mike Cahill,135,Robin Lord Taylor,574,William Mapother,399,Flint Beverage,259,Another EarthåÊ
Jason Stone,14,Topher Grace,2000,Ellen Burstyn,1000,Christopher Heyerdahl,826,The CallingåÊ
Melvin Van Peebles,101,John Amos,982,Mario Van Peebles,535,Melvin Van Peebles,101,Sweet Sweetback's Baadasssss SongåÊ
Ken Roht,0,Charla Cochran,270,Joe Lev,54,Sienna Beckman,26,Perfect CowboyåÊ
Gary Winick,56,Bebe Neuwirth,376,Aaron Stanford,346,Ron Rifkin,184,TadpoleåÊ
John Carney,109,Glen Hansard,200,MarkÌ©ta IrglovÌÁ,96,Darren Healy,18,OnceåÊ
Robinson Devor,14,Marilyn Rising,142,Eugene Roche,23,Max Kerstein,3,The Woman ChaseråÊ
Michel Orion Scott,0,Temple Grandin,58,Rowan Isaacson,2,Simon Baron-Cohen,2,The Horse BoyåÊ
Pat Holden,6,Alan Brent,498,Martin Compston,204,Kate Ashfield,115,When the Lights Went OutåÊ
Eric Bugbee,0,Joel Moody,52,Bill Allen,36,Lia Tucker,21,Heroes of DirtåÊ
Tobe Hooper,365,Gunnar Hansen,383,Edwin Neal,371,Marilyn Burns,177,The Texas Chain Saw MassacreåÊ
Bill Melendez,36,Peter Robbins,39,Bill Melendez,36,Christopher Shea,27,A Charlie Brown ChristmasåÊ
Dena Seidel,0,Naderev Sano,0,Hugh Ducklow,0,Mike Brett,0,Antarctic Edge: 70å¡ SouthåÊ
Deborah Anderson,4,Lisa Ann,502,Jesse Jane,366,Kayden Kross,232,ArousedåÊ
Sara Newens,0,Ariel Hsing,0,Xinhua Jiang,0,Michael Landers,0,Top SpinåÊ
Michael Moore,909,Michael Moore,909,Pat Boone,91,Bob Eubanks,42,Roger & MeåÊ
Paul Schrader,261,Ed Begley Jr.,783,Ruby Dee,782,John Heard,697,Cat PeopleåÊ
Sai Varadan,0,J.D. Williams,196,Hassan Johnson,180,Samantha Esteban,163,An American in HollywoodåÊ
Zal Batmanglij,129,Christopher Denham,120,James Urbaniak,119,Constance Wu,100,Sound of My VoiceåÊ
Amal Al-Agroobi,58,,,,,,,The Brain That SingsåÊ
Andrew Berends,0,,,,,,,The Blood of My BrotheråÊ
Lynn Shelton,100,Mark Duplass,830,Mike Birbiglia,128,Mel Eslyn,9,Your Sister's SisteråÊ
Valentine,0,Diane Sorrentino,17,Valentine,0,,,Romantic SchemeråÊ
David Hewlett,686,Christopher Judge,847,David Hewlett,686,Paul McGillion,405,A Dog's BreakfaståÊ
David Hewlett,686,Christopher Judge,847,David Hewlett,686,Paul McGillion,405,A Dog's BreakfaståÊ
George A. Romero,0,Judith O'Dea,125,Duane Jones,108,S. William Hinzman,56,Night of the Living DeadåÊ
Jean-Luc Godard,0,Philippe Leroy,12,Macha MÌ©ril,7,Rita Maiden,5,Une Femme MariÌ©eåÊ
Nate Parker,664,Jason Stuart,990,Nate Parker,664,Aunjanue Ellis,400,The Birth of a NationåÊ
Nathan Smith Jones,7,Richard Moll,206,Frank Gerrish,81,Christopher Robin Miller,69,The Work and the StoryåÊ
Alex Kendrick,589,Alex Kendrick,589,Erin Bethea,150,Shannen Fields,51,Facing the GiantsåÊ
Travis Cluff,3,Pfeifer Brown,220,Cassidy Gifford,40,Reese Mishler,7,The GallowsåÊ
David Lynch,0,Hal Landon Jr.,195,Jack Nance,158,Charlotte Stewart,121,EraserheadåÊ
Harry F. Millarde,0,Stephen Carr,2,Johnnie Walker,2,Mary Carr,0,Over the Hill to the PoorhouseåÊ
Robert Townsend,467,Robert Townsend,467,Keenen Ivory Wayans,322,Helen Martin,287,Hollywood ShuffleåÊ
Peter Chelsom,23,Kieran Culkin,1000,Elden Henson,577,Gena Rowlands,545,The MightyåÊ
Jamaa Fanaka,9,Leon Isaac Kennedy,116,Chuck Mitchell,24,Wilbur 'Hi-Fi' White,10,PenitentiaryåÊ
Larry Blamire,56,Fay Masterson,126,Brian Howe,76,Larry Blamire,56,The Lost Skeleton of CadavraåÊ
Stephen Langford,7,Kevin P. Farley,143,Gabriela Castillo,134,Brandon Middleton,50,"Dude, Where's My Dog?!åÊ"
E.L. Katz,3,Brighton Sharbino,3000,Ethan Embry,982,Elissa Dowling,307,Cheap ThrillsåÊ
Lisanne Pajot,0,Jonathan Blow,0,Edmund McMillen,0,Phil Fish,0,Indie Game: The MovieåÊ
Dan Reed,3,Danny Dyer,798,Adam Rayner,279,Ralph Brown,140,ClosureåÊ
John Reinhardt,2,Sheldon Leonard,142,John Ireland,86,Arthur O'Connell,75,Open SecretåÊ
Patrick Ryan Sims,0,Claire Gordon-Harper,416,Hugh Mun,18,Johnathan Hurley,10,Echo Dr.åÊ
Laslo Benedek,6,Liv Ullmann,440,Trevor Howard,98,Andrew Keir,13,The Night VisitoråÊ
Jason Miller,0,Jon Brion,45,Dottie Alexander,0,David Barnes,0,The Past is a Grotesque AnimalåÊ
Dennis Iliadis,29,Tony Goldwyn,956,Monica Potter,878,Martha MacIsaac,616,The Last House on the LeftåÊ
Sut Jhally,3,Noam Chomsky,103,Seth Ackerman,0,Arik Ascherman,0,"Peace, Propaganda & the Promised LandåÊ"
Darren Aronofsky,0,Mark Margolis,1000,Clint Mansell,512,Stanley B. Herman,194,PiåÊ
Julie Davis,12,Jack McGee,238,Meredith Scott Lynn,166,Tim DeZarn,117,"I Love You, Don't Touch Me!åÊ"
Myles Berkowitz,0,Tia Carrere,1000,Tom Ardavany,184,Robert McKee,153,20 DatesåÊ
Brett Piper,7,Michelle Simone Miller,118,Steve Diasparra,15,A.J. DeLucia,3,Queen CrabåÊ
Morgan Spurlock,293,Chemeeka Walker,0,Amanda Kearsan,0,Amelia Giancarlo,0,Super Size MeåÊ
Brandon Trost,32,Clifton Collins Jr.,968,Sean Whalen,407,James DeBello,128,The FPåÊ
Joe Swanberg,217,Anna Kendrick,10000,Lena Dunham,969,Mark Webber,442,Happy ChristmasåÊ
Joseph Green,2,Virginia Leith,24,Jason Evers,16,Bruce Kerr,6,The Brain That Wouldn't DieåÊ
Wade Gasque,0,Ty Parker,267,Vincent Duvall,87,Loanne Bishop,46,Tiger OrangeåÊ
Daniel Schechter,8,Lena Dunham,969,Kevin Corrigan,778,Alex Karpovsky,272,Supporting CharactersåÊ
Mike Flanagan,59,Justin Gordon,35,Courtney Bell,28,Erin Cipolletti,9,AbsentiaåÊ
Edward Burns,0,Shari Albert,138,Michael McGlone,111,Maxine Bahns,73,The Brothers McMullenåÊ
Matt Johnson,8,Paul Daniel Ayotte,111,Shailene Garnett,19,Matt Johnson,8,The DirtiesåÊ
Bruno Barreto,9,Marcello Mastroianni,866,Sonia Braga,308,Joffre Soares,3,GabrielaåÊ
Lena Dunham,969,Lena Dunham,969,Merritt Wever,529,Jemima Kirke,433,Tiny FurnitureåÊ
Terron R. Parsons,9,Richard Tyson,743,Jeremy Sande,413,Corlandos Scott,133,HayrideåÊ
Daniel Mellitz,0,Corbin Bernsen,1000,Chelse Swain,36,Amanda MacDonald,15,The Naked ApeåÊ
Jem Cohen,6,,,,,,,CountingåÊ
Andrew Leman,2,Dan Novy,19,David Mersault,9,Barry Lynch,5,The Call of CthulhuåÊ
Dave Carroll,0,Chris 'Wonder' Schoeck,0,,,,,Bending SteelåÊ
William Eubank,18,Lin Shaye,852,Olivia Cooke,680,Beau Knapp,236,The SignalåÊ
Patrick Meaney,3,Taliesin Jaffe,26,Greg Aronowitz,20,Jeff Dowd,18,The Image RevolutionåÊ
Chad Hartigan,3,Jan Haley,695,Paul Eenhoorn,571,Demetrius Grosse,69,This Is Martin BonneråÊ
Malcolm Goodwin,117,Katrina Bowden,948,Jon Gries,482,Kelen Coleman,281,A True StoryåÊ
David Gordon Green,234,Paul Schneider,552,Eddie Rouse,61,Damian Jewan Lee,15,George WashingtonåÊ
Kevin Jordan,4,Derick Martini,20000,Christa Miller,467,Ion Overman,113,Smiling Fish & Goat on FireåÊ
Kirk Loudon,0,Barry Corbin,883,Johnny Walter,507,Shiree Nelson,279,Dawn of the Crescent MoonåÊ
Travis Legge,138,Elissa Dowling,307,Patricia Raven,114,Lindsay Felton,76,Raymond Did ItåÊ
Martin Scorsese,17000,Ringo Starr,725,Levon Helm,572,Bob Dylan,476,The Last WaltzåÊ
Collin Joseph Neal,14,Julianne Gabert,252,Thomas Brophy,132,Ronee Collins,130,"Run, Hide, DieåÊ"
Bradley Rust Gray,2,Zoe Kazan,962,Mark Rendall,72,Jordan Scovel,20,The Exploding GirlåÊ
Mike Bruce,6,Joseph Campanella,32,Kirpatrick Thomas,17,Christian Anderson,17,The Legend of God's GunåÊ
Andrew Bujalski,26,Andrew Bujalski,26,Kate Dollenmayer,6,Justin Rice,3,Mutual AppreciationåÊ
